Week_Number,Date,Total_Sandwiches,Loc_Column,Loc_ALPHARETTA,Loc_DUNWOODY/PTC,Loc_E,Loc_DECATUR,Loc_P'TREE,Loc_UGA/Athens,Loc_SANDY,Loc_INTOWN,Loc_SNELLVILLE,Loc_FLOWERY,Group_1,Group_2,Group_3,Group_4,Group_5,Group_6,Group_7,Group_8
226,2024-09-18 00:00:00,8467,0,1640,724,1323,118,0,0,747,406,0,494,0,0,0,0,0,0,0,3015
227,2024-09-25 00:00:00,12267,0,1946,1836,989,0,0,0,510,791,0,545,0,0,0,0,0,0,0,5650
228,2024-10-02 00:00:00,14023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14023
229,2024-10-09 00:00:00,6809,0,1493,1284,919,54,0,0,344,555,0,260,0,0,0,0,0,0,0,1900
230,2024-10-16 00:00:00,9533,0,1032,1377,1332,119,0,0,431,1296,0,200,0,0,0,0,0,0,0,3746
231,2024-10-23 00:00:00,8760,0,618,1774,594,0,0,0,224,768,0,503,0,0,0,0,0,0,0,4279
232,2024-10-30 00:00:00,7973,0,1427,2035,1017,0,0,0,452,1380,0,332,0,0,0,0,0,0,0,1330
233,2024-11-06 00:00:00,6454,0,1427,1449,1017,0,0,0,452,1380,0,179,0,0,0,0,0,0,0,550
234,2024-11-13 00:00:00,7036,0,1226,1396,1389,54,0,0,554,437,0,200,0,0,0,0,0,0,0,1780
235,2024-11-20 00:00:00,16371,0,3625,2378,1643,64,0,0,1087,861,0,304,0,0,0,0,0,0,0,6409
236,2024-11-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2024-12-04 00:00:00,7987,0,1379,1643,1439,54,0,0,442,1280,0,250,0,0,0,0,0,0,0,1500
238,2024-12-11 00:00:00,14137,0,2176,2226,1203,0,0,0,667,1190,0,105,0,0,0,0,0,0,0,6570
239,2024-12-18 00:00:00,10829,0,848,1342,1706,0,0,0,485,922,0,426,0,0,0,0,0,0,0,5100
240,2024-12-26 00:00:00,2504,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
241,2025-01-01 00:00:00,748,0,0,563,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2025-01-08 00:00:00,7774,0,1571,2397,1115,0,0,0,301,1064,0,426,0,0,0,0,0,0,0,900
243,2025-01-15 00:00:00,8691,0,1180,2384,1776,0,0,0,664,727,0,230,0,0,0,0,0,0,0,1730
247,2025-01-22 00:00:00,8583,0,1300,1778,1592,0,0,0,873,2782,0,258,0,0,0,0,0,0,0,0
248,2025-01-29 00:00:00,12130,0,0,0,1890,0,0,0,706,1992,0,402,0,0,0,0,0,0,0,7140
249,2025-02-05 00:00:00,8693,0,1252,2173,1265,0,0,0,549,854,0,0,0,0,0,0,0,0,0,2600
250,2025-02-12 00:00:00,9972,0,1852,1272,976,0,0,0,538,719,0,141,0,0,0,0,0,0,0,4474
251,2025-02-19 00:00:00,9930,0,900,2667,1381,0,0,0,677,1371,0,284,0,0,0,0,0,0,0,2650
252,2025-02-26 00:00:00,6168,0,1010,1153,854,0,0,0,650,605,0,516,0,0,0,0,0,0,0,1380
253,2025-03-05 00:00:00,8922,0,1092,769,983,0,0,0,117,815,0,351,0,0,0,0,0,0,0,4795
254,2025-03-12 00:00:00,10074,0,1301,840,1597,0,0,0,485,796,0,275,0,0,0,0,0,0,0,4780
255,2025-03-19 00:00:00,7974,0,1106,1097,1270,0,0,0,601,882,0,400,0,0,0,0,0,0,0,2618
256,2025-03-27 00:00:00,8577,0,1100,1503,907,0,0,0,649,884,0,256,0,0,0,0,0,0,0,3278
257,2025-04-02 00:00:00,12057,0,850,2053,878,0,0,0,839,1647,0,272,0,0,0,0,0,0,0,5518
258,2025-04-09 00:00:00,4114,0,628,1226,950,0,0,0,418,514,0,225,0,0,0,0,0,0,0,153
259,2025-04-16 00:00:00,8640,0,1556,2103,993,0,0,0,1123,1240,0,175,0,0,0,0,0,0,0,1450
260,2025-04-23 00:00:00,10850,0,2244,2223,1122,0,0,0,527,1344,0,350,0,0,0,0,0,0,0,3040
261,2025-04-30 00:00:00,7955,0,618,2032,915,0,0,0,744,1198,0,398,0,0,0,0,0,0,0,2050
262,2025-05-07 00:00:00,8569,0,2396,2607,1052,0,0,0,599,853,0,262,0,0,0,0,0,0,0,800
263,2025-05-14 00:00:00,9212,0,2520,2316,726,0,0,0,631,921,0,298,0,0,0,0,0,0,0,1800
264,2025-05-21 00:00:00,10165,0,1219,1783,908,0,0,0,644,516,0,285,0,0,0,0,0,0,0,4810
