ID,Host Name,Individual Sandwiches,Collection Date,Group Collections,Submitted At
2244,"Dunwoody/PTC",2451,"2023-11-01","[]","6/8/2025, 1:05:24 PM"
2248,"Intown/Druid Hills",365,"2023-11-01","[]","6/8/2025, 1:05:25 PM"
2249,"Snellville",129,"2023-11-01","[]","6/8/2025, 1:05:25 PM"
2251,"Groups - Main",0,"2023-11-01","[{"groupName":"Unnamed Groups","sandwichCount":1055}]","6/8/2025, 1:05:25 PM"
2247,"Sandy Springs",296,"2023-11-01","[]","6/8/2025, 1:05:25 PM"
2243,"Alpharetta",781,"2023-11-01","[]","6/8/2025, 1:05:24 PM"
2246,"Decatur",135,"2023-11-01","[]","6/8/2025, 1:05:25 PM"
2250,"Flowery Branch",219,"2023-11-01","[]","6/8/2025, 1:05:25 PM"
2245,"East Cobb/Roswell",937,"2023-11-01","[]","6/8/2025, 1:05:24 PM"
2237,"Decatur",121,"2023-10-25","[]","6/8/2025, 1:05:24 PM"
2240,"Snellville",105,"2023-10-25","[]","6/8/2025, 1:05:24 PM"
2241,"Flowery Branch",1163,"2023-10-25","[]","6/8/2025, 1:05:24 PM"
2238,"Sandy Springs",669,"2023-10-25","[]","6/8/2025, 1:05:24 PM"
2234,"Alpharetta",1339,"2023-10-25","[]","6/8/2025, 1:05:24 PM"
2239,"Intown/Druid Hills",1198,"2023-10-25","[]","6/8/2025, 1:05:24 PM"
2235,"Dunwoody/PTC",1349,"2023-10-25","[]","6/8/2025, 1:05:24 PM"
2236,"East Cobb/Roswell",1379,"2023-10-25","[]","6/8/2025, 1:05:24 PM"
2242,"Groups - Main",0,"2023-10-25","[{"groupName":"Unnamed Groups","sandwichCount":2985}]","6/8/2025, 1:05:24 PM"
2227,"East Cobb/Roswell",722,"2023-10-18","[]","6/8/2025, 1:05:23 PM"
2230,"Intown/Druid Hills",751,"2023-10-18","[]","6/8/2025, 1:05:23 PM"
2233,"Groups - Main",0,"2023-10-18","[{"groupName":"Unnamed Groups","sandwichCount":3635}]","6/8/2025, 1:05:24 PM"
2225,"Alpharetta",2107,"2023-10-18","[]","6/8/2025, 1:05:23 PM"
2231,"Snellville",126,"2023-10-18","[]","6/8/2025, 1:05:23 PM"
2228,"Decatur",130,"2023-10-18","[]","6/8/2025, 1:05:23 PM"
2226,"Dunwoody/PTC",1800,"2023-10-18","[]","6/8/2025, 1:05:23 PM"
2232,"Flowery Branch",205,"2023-10-18","[]","6/8/2025, 1:05:23 PM"
2229,"Sandy Springs",1159,"2023-10-18","[]","6/8/2025, 1:05:23 PM"
2220,"Sandy Springs",444,"2023-10-11","[]","6/8/2025, 1:05:23 PM"
2218,"East Cobb/Roswell",1605,"2023-10-11","[]","6/8/2025, 1:05:22 PM"
2217,"Dunwoody/PTC",1127,"2023-10-11","[]","6/8/2025, 1:05:22 PM"
2221,"Intown/Druid Hills",580,"2023-10-11","[]","6/8/2025, 1:05:23 PM"
2216,"Alpharetta",2187,"2023-10-11","[]","6/8/2025, 1:05:22 PM"
2223,"Flowery Branch",240,"2023-10-11","[]","6/8/2025, 1:05:23 PM"
2219,"Decatur",92,"2023-10-11","[]","6/8/2025, 1:05:23 PM"
2222,"Snellville",107,"2023-10-11","[]","6/8/2025, 1:05:23 PM"
2224,"Groups - Main",0,"2023-10-11","[{"groupName":"Unnamed Groups","sandwichCount":194}]","6/8/2025, 1:05:23 PM"
2214,"Flowery Branch",409,"2023-10-05","[]","6/8/2025, 1:05:22 PM"
2207,"Alpharetta",1022,"2023-10-05","[]","6/8/2025, 1:05:21 PM"
2212,"Intown/Druid Hills",395,"2023-10-05","[]","6/8/2025, 1:05:22 PM"
2210,"Decatur",125,"2023-10-05","[]","6/8/2025, 1:05:22 PM"
2209,"East Cobb/Roswell",1147,"2023-10-05","[]","6/8/2025, 1:05:22 PM"
2215,"Groups - Main",0,"2023-10-05","[{"groupName":"Unnamed Groups","sandwichCount":1482}]","6/8/2025, 1:05:22 PM"
2208,"Dunwoody/PTC",2880,"2023-10-05","[]","6/8/2025, 1:05:22 PM"
2211,"Sandy Springs",589,"2023-10-05","[]","6/8/2025, 1:05:22 PM"
2213,"Snellville",171,"2023-10-05","[]","6/8/2025, 1:05:22 PM"
2206,"Groups - Main",0,"2023-09-27","[{"groupName":"Unnamed Groups","sandwichCount":3005}]","6/8/2025, 1:05:21 PM"
2200,"East Cobb/Roswell",869,"2023-09-27","[]","6/8/2025, 1:05:21 PM"
2199,"Dunwoody/PTC",1520,"2023-09-27","[]","6/8/2025, 1:05:21 PM"
2203,"Intown/Druid Hills",635,"2023-09-27","[]","6/8/2025, 1:05:21 PM"
2201,"Decatur",142,"2023-09-27","[]","6/8/2025, 1:05:21 PM"
2205,"Flowery Branch",438,"2023-09-27","[]","6/8/2025, 1:05:21 PM"
2202,"Sandy Springs",827,"2023-09-27","[]","6/8/2025, 1:05:21 PM"
2198,"Alpharetta",1922,"2023-09-27","[]","6/8/2025, 1:05:21 PM"
2204,"Snellville",113,"2023-09-27","[]","6/8/2025, 1:05:21 PM"
2194,"Intown/Druid Hills",437,"2023-09-20","[]","6/8/2025, 1:05:20 PM"
2192,"East Cobb/Roswell",1614,"2023-09-20","[]","6/8/2025, 1:05:20 PM"
2193,"Sandy Springs",495,"2023-09-20","[]","6/8/2025, 1:05:20 PM"
2191,"Dunwoody/PTC",2138,"2023-09-20","[]","6/8/2025, 1:05:20 PM"
2196,"Flowery Branch",635,"2023-09-20","[]","6/8/2025, 1:05:21 PM"
2195,"Snellville",109,"2023-09-20","[]","6/8/2025, 1:05:21 PM"
2190,"Alpharetta",1842,"2023-09-20","[]","6/8/2025, 1:05:20 PM"
2197,"Groups - Main",0,"2023-09-20","[{"groupName":"Unnamed Groups","sandwichCount":1178}]","6/8/2025, 1:05:21 PM"
2189,"Groups - Main",0,"2023-09-13","[{"groupName":"Unnamed Groups","sandwichCount":2045}]","6/8/2025, 1:05:20 PM"
2187,"Snellville",228,"2023-09-13","[]","6/8/2025, 1:05:20 PM"
2184,"Decatur",82,"2023-09-13","[]","6/8/2025, 1:05:20 PM"
2182,"Dunwoody/PTC",2090,"2023-09-13","[]","6/8/2025, 1:05:20 PM"
2186,"Intown/Druid Hills",746,"2023-09-13","[]","6/8/2025, 1:05:20 PM"
2185,"Sandy Springs",888,"2023-09-13","[]","6/8/2025, 1:05:20 PM"
2183,"East Cobb/Roswell",1605,"2023-09-13","[]","6/8/2025, 1:05:20 PM"
2188,"Flowery Branch",200,"2023-09-13","[]","6/8/2025, 1:05:20 PM"
2181,"Alpharetta",615,"2023-09-13","[]","6/8/2025, 1:05:20 PM"
2172,"Alpharetta",2262,"2023-09-06","[]","6/8/2025, 1:05:19 PM"
2180,"Groups - Main",0,"2023-09-06","[{"groupName":"Unnamed Groups","sandwichCount":1106}]","6/8/2025, 1:05:19 PM"
2178,"Snellville",80,"2023-09-06","[]","6/8/2025, 1:05:19 PM"
2175,"Decatur",92,"2023-09-06","[]","6/8/2025, 1:05:19 PM"
2173,"Dunwoody/PTC",1881,"2023-09-06","[]","6/8/2025, 1:05:19 PM"
2179,"Flowery Branch",249,"2023-09-06","[]","6/8/2025, 1:05:19 PM"
2177,"Intown/Druid Hills",400,"2023-09-06","[]","6/8/2025, 1:05:19 PM"
2176,"Sandy Springs",305,"2023-09-06","[]","6/8/2025, 1:05:19 PM"
2174,"East Cobb/Roswell",1060,"2023-09-06","[]","6/8/2025, 1:05:19 PM"
2167,"Sandy Springs",459,"2023-08-30","[]","6/8/2025, 1:05:18 PM"
2168,"Intown/Druid Hills",178,"2023-08-30","[]","6/8/2025, 1:05:18 PM"
2165,"East Cobb/Roswell",1095,"2023-08-30","[]","6/8/2025, 1:05:18 PM"
2163,"Alpharetta",1090,"2023-08-30","[]","6/8/2025, 1:05:18 PM"
2170,"Flowery Branch",349,"2023-08-30","[]","6/8/2025, 1:05:19 PM"
2164,"Dunwoody/PTC",1182,"2023-08-30","[]","6/8/2025, 1:05:18 PM"
2166,"Decatur",106,"2023-08-30","[]","6/8/2025, 1:05:18 PM"
2169,"Snellville",116,"2023-08-30","[]","6/8/2025, 1:05:19 PM"
2171,"Groups - Main",0,"2023-08-30","[{"groupName":"Unnamed Groups","sandwichCount":1485}]","6/8/2025, 1:05:19 PM"
2156,"East Cobb/Roswell",970,"2023-08-24","[]","6/8/2025, 1:05:18 PM"
2157,"Decatur",97,"2023-08-24","[]","6/8/2025, 1:05:18 PM"
2159,"Intown/Druid Hills",237,"2023-08-24","[]","6/8/2025, 1:05:18 PM"
2154,"Alpharetta",1276,"2023-08-24","[]","6/8/2025, 1:05:17 PM"
2160,"Snellville",172,"2023-08-24","[]","6/8/2025, 1:05:18 PM"
2162,"Groups - Main",0,"2023-08-24","[{"groupName":"Unnamed Groups","sandwichCount":1235}]","6/8/2025, 1:05:18 PM"
2161,"Flowery Branch",346,"2023-08-24","[]","6/8/2025, 1:05:18 PM"
2158,"Sandy Springs",579,"2023-08-24","[]","6/8/2025, 1:05:18 PM"
2155,"Dunwoody/PTC",1650,"2023-08-24","[]","6/8/2025, 1:05:17 PM"
2152,"Flowery Branch",190,"2023-08-16","[]","6/8/2025, 1:05:17 PM"
2149,"Sandy Springs",298,"2023-08-16","[]","6/8/2025, 1:05:17 PM"
2145,"Alpharetta",1292,"2023-08-16","[]","6/8/2025, 1:05:17 PM"
2147,"East Cobb/Roswell",1570,"2023-08-16","[]","6/8/2025, 1:05:17 PM"
2150,"Intown/Druid Hills",245,"2023-08-16","[]","6/8/2025, 1:05:17 PM"
2146,"Dunwoody/PTC",2218,"2023-08-16","[]","6/8/2025, 1:05:17 PM"
2148,"Decatur",66,"2023-08-16","[]","6/8/2025, 1:05:17 PM"
2151,"Snellville",162,"2023-08-16","[]","6/8/2025, 1:05:17 PM"
2153,"Groups - Main",0,"2023-08-16","[{"groupName":"Unnamed Groups","sandwichCount":7479}]","6/8/2025, 1:05:17 PM"
2137,"Alpharetta",1962,"2023-08-09","[]","6/8/2025, 1:05:16 PM"
2143,"Flowery Branch",206,"2023-08-09","[]","6/8/2025, 1:05:16 PM"
2142,"Snellville",230,"2023-08-09","[]","6/8/2025, 1:05:16 PM"
2138,"Dunwoody/PTC",1777,"2023-08-09","[]","6/8/2025, 1:05:16 PM"
2139,"East Cobb/Roswell",1105,"2023-08-09","[]","6/8/2025, 1:05:16 PM"
2141,"Intown/Druid Hills",362,"2023-08-09","[]","6/8/2025, 1:05:16 PM"
2140,"Sandy Springs",457,"2023-08-09","[]","6/8/2025, 1:05:16 PM"
2144,"Groups - Main",0,"2023-08-09","[{"groupName":"Unnamed Groups","sandwichCount":432}]","6/8/2025, 1:05:17 PM"
2136,"Groups - Main",0,"2023-08-02","[{"groupName":"Unnamed Groups","sandwichCount":555}]","6/8/2025, 1:05:16 PM"
2134,"Snellville",128,"2023-08-02","[]","6/8/2025, 1:05:16 PM"
2133,"Intown/Druid Hills",214,"2023-08-02","[]","6/8/2025, 1:05:16 PM"
2131,"East Cobb/Roswell",862,"2023-08-02","[]","6/8/2025, 1:05:16 PM"
2129,"Alpharetta",1528,"2023-08-02","[]","6/8/2025, 1:05:15 PM"
2135,"Flowery Branch",235,"2023-08-02","[]","6/8/2025, 1:05:16 PM"
2132,"Sandy Springs",522,"2023-08-02","[]","6/8/2025, 1:05:16 PM"
2130,"Dunwoody/PTC",2480,"2023-08-02","[]","6/8/2025, 1:05:15 PM"
2123,"Decatur",85,"2023-07-26","[]","6/8/2025, 1:05:15 PM"
2122,"East Cobb/Roswell",1864,"2023-07-26","[]","6/8/2025, 1:05:15 PM"
2124,"Sandy Springs",690,"2023-07-26","[]","6/8/2025, 1:05:15 PM"
2121,"Dunwoody/PTC",1904,"2023-07-26","[]","6/8/2025, 1:05:15 PM"
2128,"Groups - Main",0,"2023-07-26","[{"groupName":"Unnamed Groups","sandwichCount":855}]","6/8/2025, 1:05:15 PM"
2127,"Flowery Branch",349,"2023-07-26","[]","6/8/2025, 1:05:15 PM"
2126,"Snellville",127,"2023-07-26","[]","6/8/2025, 1:05:15 PM"
2125,"Intown/Druid Hills",923,"2023-07-26","[]","6/8/2025, 1:05:15 PM"
2120,"Alpharetta",2097,"2023-07-26","[]","6/8/2025, 1:05:15 PM"
2115,"Sandy Springs",532,"2023-07-19","[]","6/8/2025, 1:05:14 PM"
2114,"East Cobb/Roswell",1448,"2023-07-19","[]","6/8/2025, 1:05:14 PM"
2117,"Snellville",94,"2023-07-19","[]","6/8/2025, 1:05:15 PM"
2112,"Alpharetta",1035,"2023-07-19","[]","6/8/2025, 1:05:14 PM"
2113,"Dunwoody/PTC",2606,"2023-07-19","[]","6/8/2025, 1:05:14 PM"
2119,"Groups - Main",0,"2023-07-19","[{"groupName":"Unnamed Groups","sandwichCount":2113}]","6/8/2025, 1:05:15 PM"
2116,"Intown/Druid Hills",629,"2023-07-19","[]","6/8/2025, 1:05:14 PM"
2118,"Flowery Branch",366,"2023-07-19","[]","6/8/2025, 1:05:15 PM"
2111,"Groups - Main",0,"2023-07-11","[{"groupName":"Unnamed Groups","sandwichCount":1664}]","6/8/2025, 1:05:14 PM"
2106,"East Cobb/Roswell",1690,"2023-07-11","[]","6/8/2025, 1:05:14 PM"
2110,"Flowery Branch",283,"2023-07-11","[]","6/8/2025, 1:05:14 PM"
2108,"Intown/Druid Hills",656,"2023-07-11","[]","6/8/2025, 1:05:14 PM"
2105,"Dunwoody/PTC",2350,"2023-07-11","[]","6/8/2025, 1:05:13 PM"
2109,"Snellville",242,"2023-07-11","[]","6/8/2025, 1:05:14 PM"
2104,"Alpharetta",2143,"2023-07-11","[]","6/8/2025, 1:05:13 PM"
2107,"Sandy Springs",481,"2023-07-11","[]","6/8/2025, 1:05:14 PM"
2096,"Alpharetta",1672,"2023-06-28","[]","6/8/2025, 1:05:13 PM"
2097,"Dunwoody/PTC",1599,"2023-06-28","[]","6/8/2025, 1:05:13 PM"
2102,"Snellville",96,"2023-06-28","[]","6/8/2025, 1:05:13 PM"
2103,"Groups - Main",0,"2023-06-28","[{"groupName":"Unnamed Groups","sandwichCount":3098}]","6/8/2025, 1:05:13 PM"
2101,"Intown/Druid Hills",179,"2023-06-28","[]","6/8/2025, 1:05:13 PM"
2100,"Sandy Springs",460,"2023-06-28","[]","6/8/2025, 1:05:13 PM"
2099,"Decatur",126,"2023-06-28","[]","6/8/2025, 1:05:13 PM"
2098,"East Cobb/Roswell",1880,"2023-06-28","[]","6/8/2025, 1:05:13 PM"
2088,"Alpharetta",1724,"2023-06-21","[]","6/8/2025, 1:05:12 PM"
2089,"Dunwoody/PTC",2274,"2023-06-21","[]","6/8/2025, 1:05:12 PM"
2095,"Groups - Main",0,"2023-06-21","[{"groupName":"Unnamed Groups","sandwichCount":1347}]","6/8/2025, 1:05:13 PM"
2094,"Flowery Branch",304,"2023-06-21","[]","6/8/2025, 1:05:13 PM"
2093,"Intown/Druid Hills",196,"2023-06-21","[]","6/8/2025, 1:05:13 PM"
2091,"Decatur",100,"2023-06-21","[]","6/8/2025, 1:05:12 PM"
2092,"Sandy Springs",370,"2023-06-21","[]","6/8/2025, 1:05:12 PM"
2090,"East Cobb/Roswell",1882,"2023-06-21","[]","6/8/2025, 1:05:12 PM"
2084,"Intown/Druid Hills",570,"2023-06-14","[]","6/8/2025, 1:05:12 PM"
2082,"Decatur",102,"2023-06-14","[]","6/8/2025, 1:05:12 PM"
2085,"Snellville",39,"2023-06-14","[]","6/8/2025, 1:05:12 PM"
2080,"Dunwoody/PTC",3516,"2023-06-14","[]","6/8/2025, 1:05:12 PM"
2081,"East Cobb/Roswell",2231,"2023-06-14","[]","6/8/2025, 1:05:12 PM"
2079,"Alpharetta",1399,"2023-06-14","[]","6/8/2025, 1:05:11 PM"
2083,"Sandy Springs",811,"2023-06-14","[]","6/8/2025, 1:05:12 PM"
2087,"Groups - Main",0,"2023-06-14","[{"groupName":"Unnamed Groups","sandwichCount":1931}]","6/8/2025, 1:05:12 PM"
2086,"Flowery Branch",391,"2023-06-14","[]","6/8/2025, 1:05:12 PM"
2076,"Snellville",138,"2023-06-07","[]","6/8/2025, 1:05:11 PM"
2077,"Flowery Branch",255,"2023-06-07","[]","6/8/2025, 1:05:11 PM"
2074,"Sandy Springs",533,"2023-06-07","[]","6/8/2025, 1:05:11 PM"
2070,"Alpharetta",1095,"2023-06-07","[]","6/8/2025, 1:05:11 PM"
2071,"Dunwoody/PTC",2544,"2023-06-07","[]","6/8/2025, 1:05:11 PM"
2072,"East Cobb/Roswell",2439,"2023-06-07","[]","6/8/2025, 1:05:11 PM"
2073,"Decatur",100,"2023-06-07","[]","6/8/2025, 1:05:11 PM"
2078,"Groups - Main",0,"2023-06-07","[{"groupName":"Unnamed Groups","sandwichCount":1508}]","6/8/2025, 1:05:11 PM"
2075,"Intown/Druid Hills",560,"2023-06-07","[]","6/8/2025, 1:05:11 PM"
2061,"Alpharetta",574,"2023-05-31","[]","6/8/2025, 1:05:10 PM"
2067,"Snellville",87,"2023-05-31","[]","6/8/2025, 1:05:11 PM"
2066,"Intown/Druid Hills",198,"2023-05-31","[]","6/8/2025, 1:05:10 PM"
2068,"Flowery Branch",284,"2023-05-31","[]","6/8/2025, 1:05:11 PM"
2065,"Sandy Springs",304,"2023-05-31","[]","6/8/2025, 1:05:10 PM"
2064,"Decatur",172,"2023-05-31","[]","6/8/2025, 1:05:10 PM"
2063,"East Cobb/Roswell",1607,"2023-05-31","[]","6/8/2025, 1:05:10 PM"
2069,"Groups - Main",0,"2023-05-31","[{"groupName":"Unnamed Groups","sandwichCount":841}]","6/8/2025, 1:05:11 PM"
2062,"Dunwoody/PTC",1360,"2023-05-31","[]","6/8/2025, 1:05:10 PM"
2054,"Dunwoody/PTC",2035,"2023-05-24","[]","6/8/2025, 1:05:09 PM"
2056,"Decatur",321,"2023-05-24","[]","6/8/2025, 1:05:10 PM"
2059,"Flowery Branch",184,"2023-05-24","[]","6/8/2025, 1:05:10 PM"
2058,"Intown/Druid Hills",468,"2023-05-24","[]","6/8/2025, 1:05:10 PM"
2057,"Sandy Springs",585,"2023-05-24","[]","6/8/2025, 1:05:10 PM"
2055,"East Cobb/Roswell",1235,"2023-05-24","[]","6/8/2025, 1:05:10 PM"
2053,"Alpharetta",2481,"2023-05-24","[]","6/8/2025, 1:05:09 PM"
2060,"Groups - Main",0,"2023-05-24","[{"groupName":"Unnamed Groups","sandwichCount":1900}]","6/8/2025, 1:05:10 PM"
2046,"East Cobb/Roswell",1246,"2023-05-17","[]","6/8/2025, 1:05:09 PM"
2048,"Sandy Springs",988,"2023-05-17","[]","6/8/2025, 1:05:09 PM"
2050,"Snellville",230,"2023-05-17","[]","6/8/2025, 1:05:09 PM"
2052,"Groups - Main",0,"2023-05-17","[{"groupName":"Unnamed Groups","sandwichCount":350}]","6/8/2025, 1:05:09 PM"
2047,"Decatur",125,"2023-05-17","[]","6/8/2025, 1:05:09 PM"
2045,"Dunwoody/PTC",1472,"2023-05-17","[]","6/8/2025, 1:05:09 PM"
2051,"Flowery Branch",538,"2023-05-17","[]","6/8/2025, 1:05:09 PM"
2044,"Alpharetta",622,"2023-05-17","[]","6/8/2025, 1:05:09 PM"
2049,"Intown/Druid Hills",233,"2023-05-17","[]","6/8/2025, 1:05:09 PM"
2035,"Alpharetta",1266,"2023-05-10","[]","6/8/2025, 1:05:08 PM"
2041,"Snellville",94,"2023-05-10","[]","6/8/2025, 1:05:08 PM"
2043,"Groups - Main",0,"2023-05-10","[{"groupName":"Unnamed Groups","sandwichCount":808}]","6/8/2025, 1:05:09 PM"
2042,"Flowery Branch",221,"2023-05-10","[]","6/8/2025, 1:05:09 PM"
2037,"East Cobb/Roswell",1341,"2023-05-10","[]","6/8/2025, 1:05:08 PM"
2040,"Intown/Druid Hills",218,"2023-05-10","[]","6/8/2025, 1:05:08 PM"
2038,"Decatur",156,"2023-05-10","[]","6/8/2025, 1:05:08 PM"
2039,"Sandy Springs",1165,"2023-05-10","[]","6/8/2025, 1:05:08 PM"
2036,"Dunwoody/PTC",3853,"2023-05-10","[]","6/8/2025, 1:05:08 PM"
2028,"East Cobb/Roswell",1646,"2023-05-03","[]","6/8/2025, 1:05:08 PM"
2034,"Groups - Main",0,"2023-05-03","[{"groupName":"Unnamed Groups","sandwichCount":500}]","6/8/2025, 1:05:08 PM"
2026,"Alpharetta",1091,"2023-05-03","[]","6/8/2025, 1:05:07 PM"
2029,"Decatur",222,"2023-05-03","[]","6/8/2025, 1:05:08 PM"
2033,"Flowery Branch",447,"2023-05-03","[]","6/8/2025, 1:05:08 PM"
2032,"Snellville",84,"2023-05-03","[]","6/8/2025, 1:05:08 PM"
2027,"Dunwoody/PTC",2875,"2023-05-03","[]","6/8/2025, 1:05:07 PM"
2031,"Intown/Druid Hills",450,"2023-05-03","[]","6/8/2025, 1:05:08 PM"
2030,"Sandy Springs",720,"2023-05-03","[]","6/8/2025, 1:05:08 PM"
2022,"Intown/Druid Hills",531,"2023-04-26","[]","6/8/2025, 1:05:07 PM"
2023,"Snellville",190,"2023-04-26","[]","6/8/2025, 1:05:07 PM"
2019,"East Cobb/Roswell",1034,"2023-04-26","[]","6/8/2025, 1:05:07 PM"
2020,"Decatur",232,"2023-04-26","[]","6/8/2025, 1:05:07 PM"
2017,"Alpharetta",1077,"2023-04-26","[]","6/8/2025, 1:05:07 PM"
2024,"Flowery Branch",374,"2023-04-26","[]","6/8/2025, 1:05:07 PM"
2018,"Dunwoody/PTC",4789,"2023-04-26","[]","6/8/2025, 1:05:07 PM"
2021,"Sandy Springs",1263,"2023-04-26","[]","6/8/2025, 1:05:07 PM"
2025,"Groups - Main",0,"2023-04-26","[{"groupName":"Unnamed Groups","sandwichCount":1906}]","6/8/2025, 1:05:07 PM"
2009,"Dunwoody/PTC",2946,"2023-04-19","[]","6/8/2025, 1:05:06 PM"
2918,"Decatur",93,"2023-04-19","[]","6/14/2025, 12:28:14 AM"
2012,"Sandy Springs",938,"2023-04-19","[]","6/8/2025, 1:05:06 PM"
2015,"Flowery Branch",496,"2023-04-19","[]","6/8/2025, 1:05:06 PM"
2016,"Groups - Main",0,"2023-04-19","[{"groupName":"Unnamed Groups","sandwichCount":5019}]","6/8/2025, 1:05:07 PM"
2008,"Alpharetta",1956,"2023-04-19","[]","6/8/2025, 1:05:06 PM"
2010,"East Cobb/Roswell",1968,"2023-04-19","[]","6/8/2025, 1:05:06 PM"
2013,"Intown/Druid Hills",377,"2023-04-19","[]","6/8/2025, 1:05:06 PM"
2014,"Snellville",239,"2023-04-19","[]","6/8/2025, 1:05:06 PM"
2001,"East Cobb/Roswell",1078,"2023-04-12","[]","6/8/2025, 1:05:05 PM"
2000,"Dunwoody/PTC",2344,"2023-04-12","[]","6/8/2025, 1:05:05 PM"
1999,"Alpharetta",1034,"2023-04-12","[]","6/8/2025, 1:05:05 PM"
2917,"Decatur",240,"2023-04-12","[]","6/14/2025, 12:28:14 AM"
2005,"Snellville",107,"2023-04-12","[]","6/8/2025, 1:05:06 PM"
2007,"Groups - Main",0,"2023-04-12","[{"groupName":"Unnamed Groups","sandwichCount":500}]","6/8/2025, 1:05:06 PM"
2006,"Flowery Branch",300,"2023-04-12","[]","6/8/2025, 1:05:06 PM"
2003,"Sandy Springs",747,"2023-04-12","[]","6/8/2025, 1:05:06 PM"
2004,"Intown/Druid Hills",500,"2023-04-12","[]","6/8/2025, 1:05:06 PM"
1990,"Alpharetta",930,"2023-04-05","[]","6/8/2025, 1:05:05 PM"
1995,"Intown/Druid Hills",493,"2023-04-05","[]","6/8/2025, 1:05:05 PM"
2916,"Decatur",60,"2023-04-05","[]","6/14/2025, 12:28:14 AM"
1998,"Groups - Main",0,"2023-04-05","[{"groupName":"Unnamed Groups","sandwichCount":1238}]","6/8/2025, 1:05:05 PM"
1994,"Sandy Springs",655,"2023-04-05","[]","6/8/2025, 1:05:05 PM"
1992,"East Cobb/Roswell",1057,"2023-04-05","[]","6/8/2025, 1:05:05 PM"
1997,"Flowery Branch",267,"2023-04-05","[]","6/8/2025, 1:05:05 PM"
1991,"Dunwoody/PTC",3763,"2023-04-05","[]","6/8/2025, 1:05:05 PM"
1996,"Snellville",594,"2023-04-05","[]","6/8/2025, 1:05:05 PM"
1985,"Sandy Springs",1319,"2023-03-29","[]","6/8/2025, 1:05:04 PM"
2915,"Decatur",220,"2023-03-29","[]","6/14/2025, 12:28:14 AM"
1987,"Snellville",104,"2023-03-29","[]","6/8/2025, 1:05:04 PM"
1982,"Dunwoody/PTC",4041,"2023-03-29","[]","6/8/2025, 1:05:04 PM"
1988,"Flowery Branch",471,"2023-03-29","[]","6/8/2025, 1:05:04 PM"
1983,"East Cobb/Roswell",1310,"2023-03-29","[]","6/8/2025, 1:05:04 PM"
1986,"Intown/Druid Hills",1328,"2023-03-29","[]","6/8/2025, 1:05:04 PM"
1989,"Groups - Main",0,"2023-03-29","[{"groupName":"Unnamed Groups","sandwichCount":503}]","6/8/2025, 1:05:04 PM"
1981,"Alpharetta",702,"2023-03-29","[]","6/8/2025, 1:05:04 PM"
1973,"Alpharetta",3005,"2023-03-22","[]","6/8/2025, 1:05:03 PM"
1977,"Sandy Springs",747,"2023-03-22","[]","6/8/2025, 1:05:04 PM"
1976,"Decatur",433,"2023-03-22","[]","6/8/2025, 1:05:03 PM"
1974,"Dunwoody/PTC",2775,"2023-03-22","[]","6/8/2025, 1:05:03 PM"
1978,"Intown/Druid Hills",279,"2023-03-22","[]","6/8/2025, 1:05:04 PM"
1975,"East Cobb/Roswell",882,"2023-03-22","[]","6/8/2025, 1:05:03 PM"
1980,"Flowery Branch",371,"2023-03-22","[]","6/8/2025, 1:05:04 PM"
1979,"Snellville",189,"2023-03-22","[]","6/8/2025, 1:05:04 PM"
1969,"Sandy Springs",313,"2023-03-08","[]","6/8/2025, 1:05:03 PM"
1968,"Decatur",220,"2023-03-08","[]","6/8/2025, 1:05:03 PM"
1967,"East Cobb/Roswell",1075,"2023-03-08","[]","6/8/2025, 1:05:03 PM"
1965,"Alpharetta",1334,"2023-03-08","[]","6/8/2025, 1:05:03 PM"
1972,"Flowery Branch",536,"2023-03-08","[]","6/8/2025, 1:05:03 PM"
1966,"Dunwoody/PTC",2572,"2023-03-08","[]","6/8/2025, 1:05:03 PM"
1971,"Snellville",217,"2023-03-08","[]","6/8/2025, 1:05:03 PM"
1970,"Intown/Druid Hills",326,"2023-03-08","[]","6/8/2025, 1:05:03 PM"
1962,"Intown/Druid Hills",350,"2023-03-01","[]","6/8/2025, 1:05:02 PM"
1960,"Decatur",498,"2023-03-01","[]","6/8/2025, 1:05:02 PM"
1963,"Snellville",159,"2023-03-01","[]","6/8/2025, 1:05:02 PM"
1964,"Flowery Branch",436,"2023-03-01","[]","6/8/2025, 1:05:03 PM"
1961,"Sandy Springs",958,"2023-03-01","[]","6/8/2025, 1:05:02 PM"
1959,"East Cobb/Roswell",885,"2023-03-01","[]","6/8/2025, 1:05:02 PM"
1957,"Alpharetta",1251,"2023-03-01","[]","6/8/2025, 1:05:02 PM"
1958,"Dunwoody/PTC",2243,"2023-03-01","[]","6/8/2025, 1:05:02 PM"
1955,"Flowery Branch",1230,"2023-02-22","[]","6/8/2025, 1:05:02 PM"
1951,"Sandy Springs",618,"2023-02-22","[]","6/8/2025, 1:05:01 PM"
1948,"Dunwoody/PTC",2462,"2023-02-22","[]","6/8/2025, 1:05:01 PM"
1956,"Groups - Main",0,"2023-02-22","[{"groupName":"Unnamed Groups","sandwichCount":200}]","6/8/2025, 1:05:02 PM"
1953,"Snellville",103,"2023-02-22","[]","6/8/2025, 1:05:02 PM"
1947,"Alpharetta",2195,"2023-02-22","[]","6/8/2025, 1:05:01 PM"
