ID,Host Name,Individual Sandwiches,Collection Date,Group Collections,Submitted At
2546,"East Cobb/Roswell",1290,"2024-08-28","[]","6/8/2025, 1:05:49 PM"
2547,"Decatur",54,"2024-08-28","[]","6/8/2025, 1:05:49 PM"
2551,"Groups - Main",0,"2024-08-28","[{"groupName":"Unnamed Groups","sandwichCount":200}]","6/8/2025, 1:05:49 PM"
2544,"Alpharetta",1766,"2024-08-28","[]","6/8/2025, 1:05:48 PM"
2550,"Flowery Branch",250,"2024-08-28","[]","6/8/2025, 1:05:49 PM"
2537,"Alpharetta",1018,"2024-08-21","[]","6/8/2025, 1:05:48 PM"
2543,"Groups - Main",0,"2024-08-21","[{"groupName":"Unnamed Groups","sandwichCount":2326}]","6/8/2025, 1:05:48 PM"
2539,"East Cobb/Roswell",1327,"2024-08-21","[]","6/8/2025, 1:05:48 PM"
2540,"Sandy Springs",445,"2024-08-21","[]","6/8/2025, 1:05:48 PM"
2541,"Intown/Druid Hills",722,"2024-08-21","[]","6/8/2025, 1:05:48 PM"
2542,"Flowery Branch",175,"2024-08-21","[]","6/8/2025, 1:05:48 PM"
2538,"Dunwoody/PTC",1698,"2024-08-21","[]","6/8/2025, 1:05:48 PM"
2536,"Groups - Main",0,"2024-08-14","[{"groupName":"Unnamed Groups","sandwichCount":450}]","6/8/2025, 1:05:48 PM"
2533,"Sandy Springs",356,"2024-08-14","[]","6/8/2025, 1:05:48 PM"
2532,"Decatur",54,"2024-08-14","[]","6/8/2025, 1:05:47 PM"
2530,"Dunwoody/PTC",2154,"2024-08-14","[]","6/8/2025, 1:05:47 PM"
2535,"Flowery Branch",150,"2024-08-14","[]","6/8/2025, 1:05:48 PM"
2534,"Intown/Druid Hills",547,"2024-08-14","[]","6/8/2025, 1:05:48 PM"
2531,"East Cobb/Roswell",1347,"2024-08-14","[]","6/8/2025, 1:05:47 PM"
2529,"Alpharetta",1074,"2024-08-14","[]","6/8/2025, 1:05:47 PM"
2528,"Groups - Main",0,"2024-08-07","[{"groupName":"Unnamed Groups","sandwichCount":5000}]","6/8/2025, 1:05:47 PM"
2521,"Alpharetta",1704,"2024-08-07","[]","6/8/2025, 1:05:46 PM"
2527,"Flowery Branch",226,"2024-08-07","[]","6/8/2025, 1:05:47 PM"
2523,"East Cobb/Roswell",1455,"2024-08-07","[]","6/8/2025, 1:05:47 PM"
2524,"Decatur",54,"2024-08-07","[]","6/8/2025, 1:05:47 PM"
2525,"Sandy Springs",1074,"2024-08-07","[]","6/8/2025, 1:05:47 PM"
2522,"Dunwoody/PTC",1012,"2024-08-07","[]","6/8/2025, 1:05:47 PM"
2526,"Intown/Druid Hills",428,"2024-08-07","[]","6/8/2025, 1:05:47 PM"
2519,"Flowery Branch",132,"2024-07-31","[]","6/8/2025, 1:05:46 PM"
2517,"Sandy Springs",890,"2024-07-31","[]","6/8/2025, 1:05:46 PM"
2513,"Alpharetta",2154,"2024-07-31","[]","6/8/2025, 1:05:46 PM"
2518,"Intown/Druid Hills",1607,"2024-07-31","[]","6/8/2025, 1:05:46 PM"
2516,"Decatur",162,"2024-07-31","[]","6/8/2025, 1:05:46 PM"
2520,"Groups - Main",0,"2024-07-31","[{"groupName":"Unnamed Groups","sandwichCount":2013}]","6/8/2025, 1:05:46 PM"
2514,"Dunwoody/PTC",1460,"2024-07-31","[]","6/8/2025, 1:05:46 PM"
2515,"East Cobb/Roswell",1499,"2024-07-31","[]","6/8/2025, 1:05:46 PM"
2512,"Groups - Main",0,"2024-07-24","[{"groupName":"Unnamed Groups","sandwichCount":2700}]","6/8/2025, 1:05:46 PM"
2510,"Intown/Druid Hills",932,"2024-07-24","[]","6/8/2025, 1:05:46 PM"
2508,"Decatur",54,"2024-07-24","[]","6/8/2025, 1:05:46 PM"
2505,"Alpharetta",871,"2024-07-24","[]","6/8/2025, 1:05:45 PM"
2506,"Dunwoody/PTC",1989,"2024-07-24","[]","6/8/2025, 1:05:45 PM"
2511,"Flowery Branch",191,"2024-07-24","[]","6/8/2025, 1:05:46 PM"
2509,"Sandy Springs",889,"2024-07-24","[]","6/8/2025, 1:05:46 PM"
2507,"East Cobb/Roswell",1962,"2024-07-24","[]","6/8/2025, 1:05:45 PM"
2501,"Sandy Springs",632,"2024-07-17","[]","6/8/2025, 1:05:45 PM"
2503,"Flowery Branch",226,"2024-07-17","[]","6/8/2025, 1:05:45 PM"
2497,"Alpharetta",3333,"2024-07-17","[]","6/8/2025, 1:05:45 PM"
2499,"East Cobb/Roswell",1820,"2024-07-17","[]","6/8/2025, 1:05:45 PM"
2502,"Intown/Druid Hills",1425,"2024-07-17","[]","6/8/2025, 1:05:45 PM"
2504,"Groups - Main",0,"2024-07-17","[{"groupName":"Unnamed Groups","sandwichCount":2476}]","6/8/2025, 1:05:45 PM"
2498,"Dunwoody/PTC",1513,"2024-07-17","[]","6/8/2025, 1:05:45 PM"
2500,"Decatur",101,"2024-07-17","[]","6/8/2025, 1:05:45 PM"
2492,"East Cobb/Roswell",2170,"2024-07-10","[]","6/8/2025, 1:05:44 PM"
2490,"Alpharetta",1134,"2024-07-10","[]","6/8/2025, 1:05:44 PM"
2494,"Intown/Druid Hills",784,"2024-07-10","[]","6/8/2025, 1:05:44 PM"
2493,"Sandy Springs",583,"2024-07-10","[]","6/8/2025, 1:05:44 PM"
2495,"Flowery Branch",426,"2024-07-10","[]","6/8/2025, 1:05:45 PM"
2496,"Groups - Main",0,"2024-07-10","[{"groupName":"Unnamed Groups","sandwichCount":3032}]","6/8/2025, 1:05:45 PM"
2491,"Dunwoody/PTC",1681,"2024-07-10","[]","6/8/2025, 1:05:44 PM"
2483,"Alpharetta",1198,"2024-06-26","[]","6/8/2025, 1:05:43 PM"
2484,"Dunwoody/PTC",1272,"2024-06-26","[]","6/8/2025, 1:05:44 PM"
2485,"East Cobb/Roswell",1715,"2024-06-26","[]","6/8/2025, 1:05:44 PM"
2488,"Flowery Branch",275,"2024-06-26","[]","6/8/2025, 1:05:44 PM"
2487,"Intown/Druid Hills",766,"2024-06-26","[]","6/8/2025, 1:05:44 PM"
2486,"Sandy Springs",789,"2024-06-26","[]","6/8/2025, 1:05:44 PM"
2489,"Groups - Main",0,"2024-06-26","[{"groupName":"Unnamed Groups","sandwichCount":2972}]","6/8/2025, 1:05:44 PM"
2482,"Groups - Main",0,"2024-06-19","[{"groupName":"Unnamed Groups","sandwichCount":1432}]","6/8/2025, 1:05:43 PM"
2480,"Intown/Druid Hills",586,"2024-06-19","[]","6/8/2025, 1:05:43 PM"
2479,"Sandy Springs",1088,"2024-06-19","[]","6/8/2025, 1:05:43 PM"
2477,"East Cobb/Roswell",1695,"2024-06-19","[]","6/8/2025, 1:05:43 PM"
2475,"Alpharetta",1218,"2024-06-19","[]","6/8/2025, 1:05:43 PM"
2478,"Decatur",74,"2024-06-19","[]","6/8/2025, 1:05:43 PM"
2481,"Flowery Branch",454,"2024-06-19","[]","6/8/2025, 1:05:43 PM"
2476,"Dunwoody/PTC",1980,"2024-06-19","[]","6/8/2025, 1:05:43 PM"
2469,"East Cobb/Roswell",2323,"2024-06-12","[]","6/8/2025, 1:05:42 PM"
2474,"Groups - Main",0,"2024-06-12","[{"groupName":"Unnamed Groups","sandwichCount":2084}]","6/8/2025, 1:05:43 PM"
2473,"Flowery Branch",125,"2024-06-12","[]","6/8/2025, 1:05:43 PM"
2471,"Sandy Springs",690,"2024-06-12","[]","6/8/2025, 1:05:43 PM"
2472,"Intown/Druid Hills",751,"2024-06-12","[]","6/8/2025, 1:05:43 PM"
2467,"Alpharetta",2135,"2024-06-12","[]","6/8/2025, 1:05:42 PM"
2470,"Decatur",72,"2024-06-12","[]","6/8/2025, 1:05:42 PM"
2468,"Dunwoody/PTC",2400,"2024-06-12","[]","6/8/2025, 1:05:42 PM"
2465,"Flowery Branch",735,"2024-06-05","[]","6/8/2025, 1:05:42 PM"
2464,"Intown/Druid Hills",707,"2024-06-05","[]","6/8/2025, 1:05:42 PM"
2460,"Dunwoody/PTC",1552,"2024-06-05","[]","6/8/2025, 1:05:42 PM"
2461,"East Cobb/Roswell",1436,"2024-06-05","[]","6/8/2025, 1:05:42 PM"
2466,"Groups - Main",0,"2024-06-05","[{"groupName":"Unnamed Groups","sandwichCount":100}]","6/8/2025, 1:05:42 PM"
2463,"Sandy Springs",721,"2024-06-05","[]","6/8/2025, 1:05:42 PM"
2462,"Decatur",159,"2024-06-05","[]","6/8/2025, 1:05:42 PM"
2459,"Alpharetta",1569,"2024-06-05","[]","6/8/2025, 1:05:42 PM"
2458,"Groups - Main",0,"2024-05-28","[{"groupName":"Unnamed Groups","sandwichCount":806}]","6/8/2025, 1:05:42 PM"
2453,"Dunwoody/PTC",1740,"2024-05-28","[]","6/8/2025, 1:05:41 PM"
2452,"Alpharetta",584,"2024-05-28","[]","6/8/2025, 1:05:41 PM"
2457,"Flowery Branch",250,"2024-05-28","[]","6/8/2025, 1:05:41 PM"
2456,"Intown/Druid Hills",511,"2024-05-28","[]","6/8/2025, 1:05:41 PM"
2455,"Sandy Springs",828,"2024-05-28","[]","6/8/2025, 1:05:41 PM"
2454,"East Cobb/Roswell",852,"2024-05-28","[]","6/8/2025, 1:05:41 PM"
2446,"Dunwoody/PTC",2341,"2024-05-22","[]","6/8/2025, 1:05:41 PM"
2451,"Groups - Main",0,"2024-05-22","[{"groupName":"Unnamed Groups","sandwichCount":402}]","6/8/2025, 1:05:41 PM"
2450,"Flowery Branch",278,"2024-05-22","[]","6/8/2025, 1:05:41 PM"
2449,"Intown/Druid Hills",533,"2024-05-22","[]","6/8/2025, 1:05:41 PM"
2448,"Sandy Springs",644,"2024-05-22","[]","6/8/2025, 1:05:41 PM"
2445,"Alpharetta",848,"2024-05-22","[]","6/8/2025, 1:05:40 PM"
2447,"East Cobb/Roswell",582,"2024-05-22","[]","6/8/2025, 1:05:41 PM"
2441,"Sandy Springs",581,"2024-05-15","[]","6/8/2025, 1:05:40 PM"
2442,"Intown/Druid Hills",673,"2024-05-15","[]","6/8/2025, 1:05:40 PM"
2444,"Groups - Main",0,"2024-05-15","[{"groupName":"Unnamed Groups","sandwichCount":2333}]","6/8/2025, 1:05:40 PM"
2438,"Dunwoody/PTC",2477,"2024-05-15","[]","6/8/2025, 1:05:40 PM"
2437,"Alpharetta",1355,"2024-05-15","[]","6/8/2025, 1:05:40 PM"
2440,"Decatur",92,"2024-05-15","[]","6/8/2025, 1:05:40 PM"
2443,"Flowery Branch",484,"2024-05-15","[]","6/8/2025, 1:05:40 PM"
2439,"East Cobb/Roswell",1259,"2024-05-15","[]","6/8/2025, 1:05:40 PM"
2435,"Flowery Branch",244,"2024-05-08","[]","6/8/2025, 1:05:40 PM"
2433,"Sandy Springs",1168,"2024-05-08","[]","6/8/2025, 1:05:40 PM"
2436,"Groups - Main",0,"2024-05-08","[{"groupName":"Unnamed Groups","sandwichCount":1559}]","6/8/2025, 1:05:40 PM"
2434,"Intown/Druid Hills",507,"2024-05-08","[]","6/8/2025, 1:05:40 PM"
2430,"Dunwoody/PTC",1944,"2024-05-08","[]","6/8/2025, 1:05:39 PM"
2432,"Decatur",72,"2024-05-08","[]","6/8/2025, 1:05:39 PM"
2429,"Alpharetta",1405,"2024-05-08","[]","6/8/2025, 1:05:39 PM"
2431,"East Cobb/Roswell",916,"2024-05-08","[]","6/8/2025, 1:05:39 PM"
2422,"Dunwoody/PTC",2174,"2024-05-01","[]","6/8/2025, 1:05:39 PM"
2428,"Groups - Main",0,"2024-05-01","[{"groupName":"Unnamed Groups","sandwichCount":2382}]","6/8/2025, 1:05:39 PM"
2421,"Alpharetta",1057,"2024-05-01","[]","6/8/2025, 1:05:39 PM"
2423,"East Cobb/Roswell",1777,"2024-05-01","[]","6/8/2025, 1:05:39 PM"
2425,"Sandy Springs",1282,"2024-05-01","[]","6/8/2025, 1:05:39 PM"
2426,"Intown/Druid Hills",968,"2024-05-01","[]","6/8/2025, 1:05:39 PM"
2427,"Flowery Branch",274,"2024-05-01","[]","6/8/2025, 1:05:39 PM"
2424,"Decatur",112,"2024-05-01","[]","6/8/2025, 1:05:39 PM"
2415,"Alpharetta",1229,"2024-04-17","[]","6/8/2025, 1:05:38 PM"
2416,"Dunwoody/PTC",2750,"2024-04-17","[]","6/8/2025, 1:05:38 PM"
2420,"Groups - Main",0,"2024-04-17","[{"groupName":"Unnamed Groups","sandwichCount":2052}]","6/8/2025, 1:05:38 PM"
2417,"East Cobb/Roswell",968,"2024-04-17","[]","6/8/2025, 1:05:38 PM"
2418,"Sandy Springs",609,"2024-04-17","[]","6/8/2025, 1:05:38 PM"
2419,"Intown/Druid Hills",2668,"2024-04-17","[]","6/8/2025, 1:05:38 PM"
2411,"Sandy Springs",1038,"2024-04-10","[]","6/8/2025, 1:05:38 PM"
2414,"Groups - Main",0,"2024-04-10","[{"groupName":"Unnamed Groups","sandwichCount":4287}]","6/8/2025, 1:05:38 PM"
2412,"Intown/Druid Hills",2640,"2024-04-10","[]","6/8/2025, 1:05:38 PM"
2409,"Dunwoody/PTC",1588,"2024-04-10","[]","6/8/2025, 1:05:38 PM"
2413,"Flowery Branch",250,"2024-04-10","[]","6/8/2025, 1:05:38 PM"
2408,"Alpharetta",954,"2024-04-10","[]","6/8/2025, 1:05:38 PM"
2410,"Decatur",102,"2024-04-10","[]","6/8/2025, 1:05:38 PM"
2406,"Intown/Druid Hills",482,"2024-04-03","[]","6/8/2025, 1:05:37 PM"
2407,"Groups - Main",0,"2024-04-03","[{"groupName":"Unnamed Groups","sandwichCount":200}]","6/8/2025, 1:05:37 PM"
2403,"Dunwoody/PTC",2160,"2024-04-03","[]","6/8/2025, 1:05:37 PM"
2405,"Sandy Springs",179,"2024-04-03","[]","6/8/2025, 1:05:37 PM"
2404,"East Cobb/Roswell",1629,"2024-04-03","[]","6/8/2025, 1:05:37 PM"
2402,"Alpharetta",757,"2024-04-03","[]","6/8/2025, 1:05:37 PM"
2395,"Dunwoody/PTC",1672,"2024-03-20","[]","6/8/2025, 1:05:36 PM"
2399,"Intown/Druid Hills",941,"2024-03-20","[]","6/8/2025, 1:05:37 PM"
2394,"Alpharetta",795,"2024-03-20","[]","6/8/2025, 1:05:36 PM"
2401,"Groups - Main",0,"2024-03-20","[{"groupName":"Unnamed Groups","sandwichCount":4771}]","6/8/2025, 1:05:37 PM"
2396,"East Cobb/Roswell",1845,"2024-03-20","[]","6/8/2025, 1:05:37 PM"
2400,"Flowery Branch",473,"2024-03-20","[]","6/8/2025, 1:05:37 PM"
2397,"Decatur",82,"2024-03-20","[]","6/8/2025, 1:05:37 PM"
2398,"Sandy Springs",736,"2024-03-20","[]","6/8/2025, 1:05:37 PM"
2387,"Dunwoody/PTC",1878,"2024-03-13","[]","6/8/2025, 1:05:36 PM"
2393,"Groups - Main",0,"2024-03-13","[{"groupName":"Unnamed Groups","sandwichCount":1734}]","6/8/2025, 1:05:36 PM"
2391,"Intown/Druid Hills",277,"2024-03-13","[]","6/8/2025, 1:05:36 PM"
2389,"Decatur",106,"2024-03-13","[]","6/8/2025, 1:05:36 PM"
2386,"Alpharetta",1254,"2024-03-13","[]","6/8/2025, 1:05:36 PM"
2390,"Sandy Springs",788,"2024-03-13","[]","6/8/2025, 1:05:36 PM"
2392,"Snellville",114,"2024-03-13","[]","6/8/2025, 1:05:36 PM"
2388,"East Cobb/Roswell",1849,"2024-03-13","[]","6/8/2025, 1:05:36 PM"
2379,"East Cobb/Roswell",1160,"2024-03-06","[]","6/8/2025, 1:05:35 PM"
2384,"Flowery Branch",264,"2024-03-06","[]","6/8/2025, 1:05:36 PM"
2380,"Decatur",102,"2024-03-06","[]","6/8/2025, 1:05:35 PM"
2378,"Dunwoody/PTC",1351,"2024-03-06","[]","6/8/2025, 1:05:35 PM"
2377,"Alpharetta",1324,"2024-03-06","[]","6/8/2025, 1:05:35 PM"
2382,"Intown/Druid Hills",745,"2024-03-06","[]","6/8/2025, 1:05:35 PM"
2383,"Snellville",74,"2024-03-06","[]","6/8/2025, 1:05:36 PM"
2385,"Groups - Main",0,"2024-03-06","[{"groupName":"Unnamed Groups","sandwichCount":4544}]","6/8/2025, 1:05:36 PM"
2381,"Sandy Springs",367,"2024-03-06","[]","6/8/2025, 1:05:35 PM"
2371,"Decatur",81,"2024-02-28","[]","6/8/2025, 1:05:35 PM"
2375,"Flowery Branch",353,"2024-02-28","[]","6/8/2025, 1:05:35 PM"
2373,"Intown/Druid Hills",749,"2024-02-28","[]","6/8/2025, 1:05:35 PM"
2369,"Dunwoody/PTC",1708,"2024-02-28","[]","6/8/2025, 1:05:34 PM"
2370,"East Cobb/Roswell",946,"2024-02-28","[]","6/8/2025, 1:05:35 PM"
2372,"Sandy Springs",451,"2024-02-28","[]","6/8/2025, 1:05:35 PM"
2368,"Alpharetta",938,"2024-02-28","[]","6/8/2025, 1:05:34 PM"
2376,"Groups - Main",0,"2024-02-28","[{"groupName":"Unnamed Groups","sandwichCount":1000}]","6/8/2025, 1:05:35 PM"
2374,"Snellville",74,"2024-02-28","[]","6/8/2025, 1:05:35 PM"
2361,"Dunwoody/PTC",2628,"2024-02-21","[]","6/8/2025, 1:05:34 PM"
2363,"Decatur",92,"2024-02-21","[]","6/8/2025, 1:05:34 PM"
2365,"Intown/Druid Hills",1351,"2024-02-21","[]","6/8/2025, 1:05:34 PM"
2366,"Snellville",396,"2024-02-21","[]","6/8/2025, 1:05:34 PM"
2364,"Sandy Springs",822,"2024-02-21","[]","6/8/2025, 1:05:34 PM"
2362,"East Cobb/Roswell",1789,"2024-02-21","[]","6/8/2025, 1:05:34 PM"
2367,"Groups - Main",0,"2024-02-21","[{"groupName":"Unnamed Groups","sandwichCount":7050}]","6/8/2025, 1:05:34 PM"
2360,"Alpharetta",2225,"2024-02-21","[]","6/8/2025, 1:05:34 PM"
2357,"Snellville",108,"2024-02-14","[]","6/8/2025, 1:05:33 PM"
2356,"Intown/Druid Hills",930,"2024-02-14","[]","6/8/2025, 1:05:33 PM"
2355,"Sandy Springs",508,"2024-02-14","[]","6/8/2025, 1:05:33 PM"
2354,"East Cobb/Roswell",821,"2024-02-14","[]","6/8/2025, 1:05:33 PM"
2358,"Flowery Branch",287,"2024-02-14","[]","6/8/2025, 1:05:33 PM"
2352,"Alpharetta",3087,"2024-02-14","[]","6/8/2025, 1:05:33 PM"
2359,"Groups - Main",0,"2024-02-14","[{"groupName":"Unnamed Groups","sandwichCount":3141}]","6/8/2025, 1:05:34 PM"
2353,"Dunwoody/PTC",1594,"2024-02-14","[]","6/8/2025, 1:05:33 PM"
2347,"Decatur",72,"2024-02-07","[]","6/8/2025, 1:05:33 PM"
2350,"Snellville",110,"2024-02-07","[]","6/8/2025, 1:05:33 PM"
2351,"Groups - Main",0,"2024-02-07","[{"groupName":"Unnamed Groups","sandwichCount":1960}]","6/8/2025, 1:05:33 PM"
2348,"Sandy Springs",605,"2024-02-07","[]","6/8/2025, 1:05:33 PM"
2345,"Dunwoody/PTC",1465,"2024-02-07","[]","6/8/2025, 1:05:32 PM"
2349,"Intown/Druid Hills",214,"2024-02-07","[]","6/8/2025, 1:05:33 PM"
2344,"Alpharetta",1526,"2024-02-07","[]","6/8/2025, 1:05:32 PM"
2346,"East Cobb/Roswell",1048,"2024-02-07","[]","6/8/2025, 1:05:33 PM"
2342,"Flowery Branch",232,"2024-01-31","[]","6/8/2025, 1:05:32 PM"
2336,"Alpharetta",1859,"2024-01-31","[]","6/8/2025, 1:05:32 PM"
2339,"Decatur",128,"2024-01-31","[]","6/8/2025, 1:05:32 PM"
2337,"Dunwoody/PTC",1437,"2024-01-31","[]","6/8/2025, 1:05:32 PM"
2343,"Groups - Main",0,"2024-01-31","[{"groupName":"Unnamed Groups","sandwichCount":3254}]","6/8/2025, 1:05:32 PM"
2338,"East Cobb/Roswell",1296,"2024-01-31","[]","6/8/2025, 1:05:32 PM"
2341,"Intown/Druid Hills",723,"2024-01-31","[]","6/8/2025, 1:05:32 PM"
2340,"Sandy Springs",935,"2024-01-31","[]","6/8/2025, 1:05:32 PM"
2332,"Sandy Springs",700,"2024-01-24","[]","6/8/2025, 1:05:31 PM"
2335,"Groups - Main",0,"2024-01-24","[{"groupName":"Unnamed Groups","sandwichCount":1718}]","6/8/2025, 1:05:32 PM"
2334,"Snellville",180,"2024-01-24","[]","6/8/2025, 1:05:32 PM"
2331,"Decatur",82,"2024-01-24","[]","6/8/2025, 1:05:31 PM"
2329,"Dunwoody/PTC",1885,"2024-01-24","[]","6/8/2025, 1:05:31 PM"
2333,"Intown/Druid Hills",823,"2024-01-24","[]","6/8/2025, 1:05:32 PM"
2328,"Alpharetta",1788,"2024-01-24","[]","6/8/2025, 1:05:31 PM"
2330,"East Cobb/Roswell",1278,"2024-01-24","[]","6/8/2025, 1:05:31 PM"
2324,"Intown/Druid Hills",1208,"2024-01-17","[]","6/8/2025, 1:05:31 PM"
2327,"Groups - Main",0,"2024-01-17","[{"groupName":"Unnamed Groups","sandwichCount":12252}]","6/8/2025, 1:05:31 PM"
2325,"Snellville",85,"2024-01-17","[]","6/8/2025, 1:05:31 PM"
2323,"Sandy Springs",1013,"2024-01-17","[]","6/8/2025, 1:05:31 PM"
2319,"Alpharetta",905,"2024-01-17","[]","6/8/2025, 1:05:30 PM"
2321,"East Cobb/Roswell",1297,"2024-01-17","[]","6/8/2025, 1:05:30 PM"
2320,"Dunwoody/PTC",1570,"2024-01-17","[]","6/8/2025, 1:05:30 PM"
2326,"Flowery Branch",480,"2024-01-17","[]","6/8/2025, 1:05:31 PM"
2322,"Decatur",320,"2024-01-17","[]","6/8/2025, 1:05:31 PM"
2315,"Sandy Springs",771,"2024-01-10","[]","6/8/2025, 1:05:30 PM"
2311,"Alpharetta",2000,"2024-01-10","[]","6/8/2025, 1:05:30 PM"
2313,"East Cobb/Roswell",1162,"2024-01-10","[]","6/8/2025, 1:05:30 PM"
2316,"Intown/Druid Hills",225,"2024-01-10","[]","6/8/2025, 1:05:30 PM"
2312,"Dunwoody/PTC",2160,"2024-01-10","[]","6/8/2025, 1:05:30 PM"
2314,"Decatur",102,"2024-01-10","[]","6/8/2025, 1:05:30 PM"
2317,"Snellville",185,"2024-01-10","[]","6/8/2025, 1:05:30 PM"
2318,"Groups - Main",0,"2024-01-10","[{"groupName":"Unnamed Groups","sandwichCount":485}]","6/8/2025, 1:05:30 PM"
2306,"East Cobb/Roswell",1631,"2024-01-03","[]","6/8/2025, 1:05:29 PM"
2307,"Sandy Springs",283,"2024-01-03","[]","6/8/2025, 1:05:29 PM"
2304,"Alpharetta",609,"2024-01-03","[]","6/8/2025, 1:05:29 PM"
2308,"Intown/Druid Hills",625,"2024-01-03","[]","6/8/2025, 1:05:30 PM"
2310,"Flowery Branch",262,"2024-01-03","[]","6/8/2025, 1:05:30 PM"
2305,"Dunwoody/PTC",1480,"2024-01-03","[]","6/8/2025, 1:05:29 PM"
2309,"Snellville",152,"2024-01-03","[]","6/8/2025, 1:05:30 PM"
2303,"Groups - Main",0,"2023-12-20","[{"groupName":"Unnamed Groups","sandwichCount":8696}]","6/8/2025, 1:05:29 PM"
2302,"Snellville",106,"2023-12-20","[]","6/8/2025, 1:05:29 PM"
2299,"Decatur",184,"2023-12-20","[]","6/8/2025, 1:05:29 PM"
2297,"Dunwoody/PTC",1792,"2023-12-20","[]","6/8/2025, 1:05:29 PM"
2301,"Intown/Druid Hills",460,"2023-12-20","[]","6/8/2025, 1:05:29 PM"
2300,"Sandy Springs",1052,"2023-12-20","[]","6/8/2025, 1:05:29 PM"
2296,"Alpharetta",2367,"2023-12-20","[]","6/8/2025, 1:05:29 PM"
2298,"East Cobb/Roswell",1787,"2023-12-20","[]","6/8/2025, 1:05:29 PM"
2288,"Dunwoody/PTC",1381,"2023-12-13","[]","6/8/2025, 1:05:28 PM"
2294,"Flowery Branch",362,"2023-12-13","[]","6/8/2025, 1:05:28 PM"
2287,"Alpharetta",1343,"2023-12-13","[]","6/8/2025, 1:05:28 PM"
2289,"East Cobb/Roswell",1806,"2023-12-13","[]","6/8/2025, 1:05:28 PM"
2293,"Snellville",109,"2023-12-13","[]","6/8/2025, 1:05:28 PM"
2291,"Sandy Springs",630,"2023-12-13","[]","6/8/2025, 1:05:28 PM"
2290,"Decatur",113,"2023-12-13","[]","6/8/2025, 1:05:28 PM"
2292,"Intown/Druid Hills",1161,"2023-12-13","[]","6/8/2025, 1:05:28 PM"
2295,"Groups - Main",0,"2023-12-13","[{"groupName":"Unnamed Groups","sandwichCount":1844}]","6/8/2025, 1:05:29 PM"
2280,"East Cobb/Roswell",2233,"2023-12-06","[]","6/8/2025, 1:05:27 PM"
2284,"Snellville",128,"2023-12-06","[]","6/8/2025, 1:05:28 PM"
2282,"Sandy Springs",944,"2023-12-06","[]","6/8/2025, 1:05:27 PM"
2281,"Decatur",111,"2023-12-06","[]","6/8/2025, 1:05:27 PM"
2285,"Flowery Branch",292,"2023-12-06","[]","6/8/2025, 1:05:28 PM"
2278,"Alpharetta",961,"2023-12-06","[]","6/8/2025, 1:05:27 PM"
2279,"Dunwoody/PTC",1714,"2023-12-06","[]","6/8/2025, 1:05:27 PM"
2283,"Intown/Druid Hills",1387,"2023-12-06","[]","6/8/2025, 1:05:27 PM"
2286,"Groups - Main",0,"2023-12-06","[{"groupName":"Unnamed Groups","sandwichCount":4981}]","6/8/2025, 1:05:28 PM"
2276,"Flowery Branch",388,"2023-11-29","[]","6/8/2025, 1:05:27 PM"
2275,"Snellville",91,"2023-11-29","[]","6/8/2025, 1:05:27 PM"
2270,"Dunwoody/PTC",2404,"2023-11-29","[]","6/8/2025, 1:05:26 PM"
2274,"Intown/Druid Hills",1203,"2023-11-29","[]","6/8/2025, 1:05:27 PM"
2269,"Alpharetta",4232,"2023-11-29","[]","6/8/2025, 1:05:26 PM"
2277,"Groups - Main",0,"2023-11-29","[{"groupName":"Unnamed Groups","sandwichCount":332}]","6/8/2025, 1:05:27 PM"
2273,"Sandy Springs",718,"2023-11-29","[]","6/8/2025, 1:05:27 PM"
2271,"East Cobb/Roswell",1537,"2023-11-29","[]","6/8/2025, 1:05:27 PM"
2272,"Decatur",82,"2023-11-29","[]","6/8/2025, 1:05:27 PM"
2267,"Flowery Branch",499,"2023-11-15","[]","6/8/2025, 1:05:26 PM"
2260,"Alpharetta",1722,"2023-11-15","[]","6/8/2025, 1:05:26 PM"
2266,"Snellville",90,"2023-11-15","[]","6/8/2025, 1:05:26 PM"
2261,"Dunwoody/PTC",2611,"2023-11-15","[]","6/8/2025, 1:05:26 PM"
2265,"Intown/Druid Hills",626,"2023-11-15","[]","6/8/2025, 1:05:26 PM"
2264,"Sandy Springs",996,"2023-11-15","[]","6/8/2025, 1:05:26 PM"
2263,"Decatur",91,"2023-11-15","[]","6/8/2025, 1:05:26 PM"
2268,"Groups - Main",0,"2023-11-15","[{"groupName":"Unnamed Groups","sandwichCount":11278}]","6/8/2025, 1:05:26 PM"
2262,"East Cobb/Roswell",1501,"2023-11-15","[]","6/8/2025, 1:05:26 PM"
2257,"Snellville",88,"2023-11-08","[]","6/8/2025, 1:05:26 PM"
2252,"Alpharetta",2028,"2023-11-08","[]","6/8/2025, 1:05:25 PM"
2258,"Flowery Branch",267,"2023-11-08","[]","6/8/2025, 1:05:26 PM"
2259,"Groups - Main",0,"2023-11-08","[{"groupName":"Unnamed Groups","sandwichCount":1761}]","6/8/2025, 1:05:26 PM"
2254,"East Cobb/Roswell",1552,"2023-11-08","[]","6/8/2025, 1:05:25 PM"
2255,"Sandy Springs",928,"2023-11-08","[]","6/8/2025, 1:05:25 PM"
2253,"Dunwoody/PTC",1805,"2023-11-08","[]","6/8/2025, 1:05:25 PM"
2256,"Intown/Druid Hills",935,"2023-11-08","[]","6/8/2025, 1:05:25 PM"
