# Sandwich Collections Report
# Generated: 6/30/2025, 4:52:20 AM
# Date Range: Jan 01, 2024 - Dec 31, 2024
# Total Records: 357

# EXECUTIVE SUMMARY
Total Sandwiches,295376
Total Hosts,0
Active Projects,0

# TOP PERFORMERS
Name,Count
"Dunwoody/PTC",80330
"Alpharetta",66595
"East Cobb/Roswell",60996
"Intown/Druid Hills",40786
"Sandy Springs",30560

# DETAILED DATA
id,date,hostName,individualSandwiches,groupCollections,submittedAt
"2469","2024-06-12","East Cobb/Roswell","2323","[]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2473","2024-06-12","Flowery Branch","125","[]","Sun Jun 08 2025 17:05:43 GMT+0000 (Coordinated Universal Time)"
"2472","2024-06-12","Intown/Druid Hills","751","[]","Sun Jun 08 2025 17:05:43 GMT+0000 (Coordinated Universal Time)"
"2474","2024-06-12","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":2084}]","Sun Jun 08 2025 17:05:43 GMT+0000 (Coordinated Universal Time)"
"2471","2024-06-12","Sandy Springs","690","[]","Sun Jun 08 2025 17:05:43 GMT+0000 (Coordinated Universal Time)"
"2463","2024-06-05","Sandy Springs","721","[]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2461","2024-06-05","East Cobb/Roswell","1436","[]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2460","2024-06-05","Dunwoody/PTC","1552","[]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2466","2024-06-05","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":100}]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2462","2024-06-05","Decatur","159","[]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2459","2024-06-05","Alpharetta","1569","[]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2464","2024-06-05","Intown/Druid Hills","707","[]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2465","2024-06-05","Flowery Branch","735","[]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2456","2024-05-28","Intown/Druid Hills","511","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2457","2024-05-28","Flowery Branch","250","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2458","2024-05-28","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":806}]","Sun Jun 08 2025 17:05:42 GMT+0000 (Coordinated Universal Time)"
"2454","2024-05-28","East Cobb/Roswell","852","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2455","2024-05-28","Sandy Springs","828","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2453","2024-05-28","Dunwoody/PTC","1740","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2452","2024-05-28","Alpharetta","584","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2446","2024-05-22","Dunwoody/PTC","2341","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2450","2024-05-22","Flowery Branch","278","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2449","2024-05-22","Intown/Druid Hills","533","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2448","2024-05-22","Sandy Springs","644","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2445","2024-05-22","Alpharetta","848","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2447","2024-05-22","East Cobb/Roswell","582","[]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2451","2024-05-22","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":402}]","Sun Jun 08 2025 17:05:41 GMT+0000 (Coordinated Universal Time)"
"2442","2024-05-15","Intown/Druid Hills","673","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2444","2024-05-15","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":2333}]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2440","2024-05-15","Decatur","92","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2438","2024-05-15","Dunwoody/PTC","2477","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2443","2024-05-15","Flowery Branch","484","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2441","2024-05-15","Sandy Springs","581","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2437","2024-05-15","Alpharetta","1355","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2439","2024-05-15","East Cobb/Roswell","1259","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2436","2024-05-08","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":1559}]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2430","2024-05-08","Dunwoody/PTC","1944","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2433","2024-05-08","Sandy Springs","1168","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2432","2024-05-08","Decatur","72","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2431","2024-05-08","East Cobb/Roswell","916","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2429","2024-05-08","Alpharetta","1405","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2434","2024-05-08","Intown/Druid Hills","507","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2435","2024-05-08","Flowery Branch","244","[]","Sun Jun 08 2025 17:05:40 GMT+0000 (Coordinated Universal Time)"
"2425","2024-05-01","Sandy Springs","1282","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2424","2024-05-01","Decatur","112","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2427","2024-05-01","Flowery Branch","274","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2426","2024-05-01","Intown/Druid Hills","968","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2428","2024-05-01","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":2382}]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2422","2024-05-01","Dunwoody/PTC","2174","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2421","2024-05-01","Alpharetta","1057","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2423","2024-05-01","East Cobb/Roswell","1777","[]","Sun Jun 08 2025 17:05:39 GMT+0000 (Coordinated Universal Time)"
"2419","2024-04-17","Intown/Druid Hills","2668","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2416","2024-04-17","Dunwoody/PTC","2750","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2417","2024-04-17","East Cobb/Roswell","968","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2420","2024-04-17","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":2052}]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2418","2024-04-17","Sandy Springs","609","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2415","2024-04-17","Alpharetta","1229","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2408","2024-04-10","Alpharetta","954","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2412","2024-04-10","Intown/Druid Hills","2640","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2414","2024-04-10","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":4287}]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2410","2024-04-10","Decatur","102","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2411","2024-04-10","Sandy Springs","1038","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2409","2024-04-10","Dunwoody/PTC","1588","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2413","2024-04-10","Flowery Branch","250","[]","Sun Jun 08 2025 17:05:38 GMT+0000 (Coordinated Universal Time)"
"2402","2024-04-03","Alpharetta","757","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2407","2024-04-03","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":200}]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2403","2024-04-03","Dunwoody/PTC","2160","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2406","2024-04-03","Intown/Druid Hills","482","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2405","2024-04-03","Sandy Springs","179","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2404","2024-04-03","East Cobb/Roswell","1629","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2394","2024-03-20","Alpharetta","795","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2396","2024-03-20","East Cobb/Roswell","1845","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2395","2024-03-20","Dunwoody/PTC","1672","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2399","2024-03-20","Intown/Druid Hills","941","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2398","2024-03-20","Sandy Springs","736","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2401","2024-03-20","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":4771}]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2397","2024-03-20","Decatur","82","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2400","2024-03-20","Flowery Branch","473","[]","Sun Jun 08 2025 17:05:37 GMT+0000 (Coordinated Universal Time)"
"2390","2024-03-13","Sandy Springs","788","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2393","2024-03-13","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":1734}]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2391","2024-03-13","Intown/Druid Hills","277","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2392","2024-03-13","Snellville","114","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2387","2024-03-13","Dunwoody/PTC","1878","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2388","2024-03-13","East Cobb/Roswell","1849","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2386","2024-03-13","Alpharetta","1254","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2389","2024-03-13","Decatur","106","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2383","2024-03-06","Snellville","74","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2385","2024-03-06","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":4544}]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2380","2024-03-06","Decatur","102","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2378","2024-03-06","Dunwoody/PTC","1351","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2384","2024-03-06","Flowery Branch","264","[]","Sun Jun 08 2025 17:05:36 GMT+0000 (Coordinated Universal Time)"
"2382","2024-03-06","Intown/Druid Hills","745","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2381","2024-03-06","Sandy Springs","367","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2379","2024-03-06","East Cobb/Roswell","1160","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2377","2024-03-06","Alpharetta","1324","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2372","2024-02-28","Sandy Springs","451","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2376","2024-02-28","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":1000}]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2375","2024-02-28","Flowery Branch","353","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2374","2024-02-28","Snellville","74","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2368","2024-02-28","Alpharetta","938","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2369","2024-02-28","Dunwoody/PTC","1708","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2373","2024-02-28","Intown/Druid Hills","749","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2371","2024-02-28","Decatur","81","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2370","2024-02-28","East Cobb/Roswell","946","[]","Sun Jun 08 2025 17:05:35 GMT+0000 (Coordinated Universal Time)"
"2364","2024-02-21","Sandy Springs","822","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2363","2024-02-21","Decatur","92","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2365","2024-02-21","Intown/Druid Hills","1351","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2362","2024-02-21","East Cobb/Roswell","1789","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2360","2024-02-21","Alpharetta","2225","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2366","2024-02-21","Snellville","396","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2367","2024-02-21","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":7050}]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2361","2024-02-21","Dunwoody/PTC","2628","[]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2354","2024-02-14","East Cobb/Roswell","821","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2358","2024-02-14","Flowery Branch","287","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2356","2024-02-14","Intown/Druid Hills","930","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2355","2024-02-14","Sandy Springs","508","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2353","2024-02-14","Dunwoody/PTC","1594","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2352","2024-02-14","Alpharetta","3087","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2357","2024-02-14","Snellville","108","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2359","2024-02-14","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":3141}]","Sun Jun 08 2025 17:05:34 GMT+0000 (Coordinated Universal Time)"
"2350","2024-02-07","Snellville","110","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2349","2024-02-07","Intown/Druid Hills","214","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2351","2024-02-07","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":1960}]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2344","2024-02-07","Alpharetta","1526","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2345","2024-02-07","Dunwoody/PTC","1465","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2348","2024-02-07","Sandy Springs","605","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2346","2024-02-07","East Cobb/Roswell","1048","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2347","2024-02-07","Decatur","72","[]","Sun Jun 08 2025 17:05:33 GMT+0000 (Coordinated Universal Time)"
"2337","2024-01-31","Dunwoody/PTC","1437","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2338","2024-01-31","East Cobb/Roswell","1296","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2339","2024-01-31","Decatur","128","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2341","2024-01-31","Intown/Druid Hills","723","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2342","2024-01-31","Flowery Branch","232","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2340","2024-01-31","Sandy Springs","935","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2343","2024-01-31","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":3254}]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2336","2024-01-31","Alpharetta","1859","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2334","2024-01-24","Snellville","180","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2335","2024-01-24","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":1718}]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2328","2024-01-24","Alpharetta","1788","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2331","2024-01-24","Decatur","82","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2329","2024-01-24","Dunwoody/PTC","1885","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2333","2024-01-24","Intown/Druid Hills","823","[]","Sun Jun 08 2025 17:05:32 GMT+0000 (Coordinated Universal Time)"
"2332","2024-01-24","Sandy Springs","700","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2330","2024-01-24","East Cobb/Roswell","1278","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2321","2024-01-17","East Cobb/Roswell","1297","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2324","2024-01-17","Intown/Druid Hills","1208","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2319","2024-01-17","Alpharetta","905","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2327","2024-01-17","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":12252}]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2320","2024-01-17","Dunwoody/PTC","1570","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2322","2024-01-17","Decatur","320","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2323","2024-01-17","Sandy Springs","1013","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2326","2024-01-17","Flowery Branch","480","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2325","2024-01-17","Snellville","85","[]","Sun Jun 08 2025 17:05:31 GMT+0000 (Coordinated Universal Time)"
"2312","2024-01-10","Dunwoody/PTC","2160","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2316","2024-01-10","Intown/Druid Hills","225","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2314","2024-01-10","Decatur","102","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2313","2024-01-10","East Cobb/Roswell","1162","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2317","2024-01-10","Snellville","185","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2311","2024-01-10","Alpharetta","2000","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2318","2024-01-10","Groups - Main","","[{"groupName":"Unnamed Groups","sandwichCount":485}]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2315","2024-01-10","Sandy Springs","771","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2306","2024-01-03","East Cobb/Roswell","1631","[]","Sun Jun 08 2025 17:05:29 GMT+0000 (Coordinated Universal Time)"
"2310","2024-01-03","Flowery Branch","262","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2304","2024-01-03","Alpharetta","609","[]","Sun Jun 08 2025 17:05:29 GMT+0000 (Coordinated Universal Time)"
"2307","2024-01-03","Sandy Springs","283","[]","Sun Jun 08 2025 17:05:29 GMT+0000 (Coordinated Universal Time)"
"2309","2024-01-03","Snellville","152","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2308","2024-01-03","Intown/Druid Hills","625","[]","Sun Jun 08 2025 17:05:30 GMT+0000 (Coordinated Universal Time)"
"2305","2024-01-03","Dunwoody/PTC","1480","[]","Sun Jun 08 2025 17:05:29 GMT+0000 (Coordinated Universal Time)"
